SOLUTION|PROFIT|REVENUE|TIME|DISTANCE|ITERATION
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6634
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6635
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6636
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6637
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6638
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6639
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6640
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6641
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6642
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6643
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6644
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6645
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6646
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6647
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6648
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6649
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6650
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6651
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6652
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6653
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6654
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6655
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6656
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6657
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6658
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6659
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6660
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6661
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6662
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6663
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6664
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6665
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6666
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6667
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6668
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6669
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6670
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6671
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6672
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6673
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6674
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6675
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6676
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6677
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6678
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6679
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6680
1, 11[0], 38[0], 5[1], 46[0], 51[1], 12[0], 47[0], 4[1], 17[0], 37[0], 15[0], 33[0], 45[0], 44[0], 42[0], 19[1], 40[0], 41[0], 13[0], 18[0], 25[0], 14[0], 24[0], 43[0], 7[0], 23[0], 6[0], 48[0], 8[0], 26[0], 31[0], 28[0], 3[1], 36[0], 35[0], 20[1], 29[0], 16[0], 50[1], 9[0], 49[1], 10[0], 39[0], 30[0], 34[1], 21[1], 2[1], 22[1], 27[1], 32[1], 1| 4126.932003 | 6701.000000 | 579.745044 | 12.165525 | 6681
